attrib1,attrib2,attrib3,class
4.22866,0.838627,3.806234,0
7.885088,8.057148,3.748311,1
1.228604,3.55073,8.843145,0
6.643647,7.12279,2.67687,0
5.807318,9.145081,3.632828,0
4.379475,7.775826,5.428614,0
3.711557,7.470533,7.393541,0
5.014899,1.374455,1.629763,0
3.203948,3.802608,5.274593,0
3.793242,5.128278,8.624748,0
5.240133,0.810625,3.393792,0
4.784589,5.130999,2.97092,0
9.358438,2.565643,7.057738,1
2.320608,2.83901,6.736595,0
8.665665,4.103976,9.736584,0
2.831885,3.478923,3.278724,0
6.826237,6.545811,9.259427,0
1.769418,2.447551,7.771763,0
1.120464,2.213851,3.5837,0
0.324501,6.66445,6.553554,0
0.957689,0.25419,6.975606,0
3.617826,2.352425,9.819938,0
0.770854,5.05889,2.228768,0
9.043363,2.872408,5.481289,0
6.772071,9.180044,5.041664,0
4.304077,1.478126,5.429778,0
5.393442,1.257297,8.347569,0
2.447911,0.241735,6.51728,0
8.170186,8.961574,0.383948,0
3.825413,3.89105,5.812889,0
4.971752,1.945974,9.702625,0
1.698464,2.429902,5.522565,0
1.442184,2.910503,6.493945,0
1.117435,5.456488,1.195583,0
5.375592,8.503029,7.665004,1
0.116551,6.808073,6.717537,0
0.509994,5.164922,2.621195,0
5.791035,1.046725,0.345816,0
2.458247,1.123969,5.021083,0
9.771413,0.892134,7.384921,1
4.422918,0.962457,9.137959,0
8.02207,6.236833,8.767348,0
3.611144,5.742328,5.992369,0
5.196775,2.24654,9.760664,0
1.15628,2.164458,9.786832,0
3.253257,3.082726,5.882893,0
9.007294,9.571416,1.355726,0
8.24341,3.341324,4.309773,0
8.33871,9.495738,5.461017,1
3.922172,8.445597,3.504824,0
5.513481,2.727166,6.007082,1
5.711521,4.198684,4.526258,1
9.28314,1.089692,3.308396,0
2.017193,0.481117,8.553997,0
9.470592,6.186224,9.206573,0
2.868149,0.456091,3.063371,0
2.243886,3.084242,9.870228,0
2.202658,0.131571,3.321295,0
0.054487,4.233983,9.675725,0
0.776627,3.75424,3.188215,0
1.34129,1.933949,6.931341,0
0.874584,0.595078,1.659947,0
1.557891,2.670086,5.435078,0
1.085311,5.637787,8.999365,0
0.685428,1.448671,6.175083,0
1.878501,2.233231,3.795068,0
8.630205,7.826016,0.299071,0
1.898742,0.657859,3.181359,0
1.449433,3.348851,8.806157,0
0.482785,5.508981,9.327334,0
2.763762,2.042732,4.165507,0
5.223669,1.345519,1.776596,0
2.009503,5.007036,3.063027,0
0.688126,3.442318,2.4013,0
3.671584,1.718745,5.427771,0
2.729096,5.339734,5.220433,0
1.637027,3.27269,0.848366,0
0.385002,3.619961,5.063944,0
0.247542,6.275538,3.787526,0
6.926669,0.015821,5.560608,0
1.937771,1.047079,5.051035,0
3.365519,2.8724,0.065069,0
5.34449,1.105243,4.923579,0
8.731766,2.599031,9.66882,1
0.503506,4.470393,2.549285,0
1.379669,5.04697,7.214357,0
4.799644,1.670555,0.010904,0
8.879339,0.825428,8.853291,0
7.083786,0.824639,6.450046,0
6.867916,1.470376,0.309422,1
4.210657,2.292206,2.479996,0
4.803672,5.339204,9.971761,0
6.38028,0.614047,2.371008,0
2.224334,2.727153,8.427897,0
3.821509,1.556533,9.272531,0
5.235091,3.937987,9.928976,0
3.702557,1.868481,7.111116,0
0.077504,3.577629,2.136512,0
1.288937,2.936075,1.041908,0
3.898807,1.462949,6.970368,0
4.020367,1.775847,7.699044,0
7.747354,3.086852,5.631745,0
2.806317,3.828147,2.95254,0
2.665002,2.281179,4.830316,0
0.788231,7.735468,8.269244,0
1.588029,1.365692,9.327695,0
1.571625,1.50441,6.191116,0
8.643146,9.666447,9.223208,1
2.782794,3.229916,2.451779,0
1.903642,4.607863,2.725977,0
9.877414,4.363858,4.279845,0
1.160846,5.313082,0.962462,0
1.584657,1.417067,0.95017,0
3.567975,2.994902,9.753592,0
8.446714,8.195199,0.482849,0
2.627992,8.890896,7.782311,0
5.202575,0.030126,5.324973,0
4.418167,1.704004,6.249081,0
3.731067,0.119231,6.433609,0
0.15368,7.845423,0.734148,0
3.921546,1.599843,3.183656,0
1.20119,4.788501,9.95785,0
3.292726,1.271268,4.392465,0
2.661164,2.673408,5.364139,0
7.357137,1.089267,2.839661,0
0.906971,5.126677,1.420092,0
3.436143,2.957569,1.546524,0
4.855187,0.949516,3.20458,0
8.129763,8.28329,3.80933,0
2.324086,1.050062,1.010404,0
2.523376,0.740024,6.219125,0
5.346234,0.212921,3.776627,0
2.083606,4.069636,2.036968,0
2.209799,3.128293,8.49263,0
3.583074,7.532691,2.155768,0
4.535445,1.408674,0.275419,0
1.110991,3.384451,5.297829,0
4.872988,0.773637,7.349305,0
5.06623,1.952444,9.066174,0
1.796021,0.666384,7.625995,0
2.787527,9.704948,4.495106,1
4.797324,6.806954,5.759378,0
0.547443,1.844098,3.528508,0
0.359025,2.501174,2.780518,0
6.066127,0.725347,8.553838,0
0.803628,1.393569,4.531974,0
1.686766,1.993376,0.946463,0
4.993411,1.595027,8.388547,0
3.815191,0.826166,6.855932,0
0.497645,6.813864,4.813724,0
0.333428,8.194927,8.914308,0
4.969987,8.504393,9.679994,0
8.89393,3.414388,1.135569,0
3.924791,2.275872,2.676379,0
6.637074,7.858826,9.437054,0
0.36999,6.570619,8.229303,0
2.483537,2.715506,1.556351,0
7.477306,0.534547,5.666761,0
4.002966,2.48249,5.776789,0
3.350482,3.263296,1.14752,0
2.104887,2.234893,0.933529,0
5.619543,1.077502,7.056446,0
4.722218,0.129729,1.835808,0
2.143447,6.909585,1.054351,0
9.991033,2.638711,7.306389,1
0.606555,1.11267,1.65064,0
2.487375,0.029852,5.829242,0
3.169816,2.353354,4.806337,0
4.182877,1.438367,9.900098,0
1.367356,0.590906,5.244951,0
0.000754,6.838142,6.573459,0
3.040496,1.506699,9.813495,0
3.399812,3.335475,1.175423,0
8.313658,6.948824,7.858543,0
0.528832,2.191402,6.151139,0
3.012529,7.19535,0.538609,0
3.410265,3.105398,8.433763,0
0.88753,3.599327,4.887874,0
4.588383,2.227523,7.648943,0
9.988313,8.207211,6.253916,0
2.081843,2.453849,1.409792,0
2.822991,4.591018,6.077267,1
1.146642,5.405981,0.960994,0
0.82905,5.125017,6.721649,0
6.036526,0.344996,6.86761,1
1.692142,1.59942,7.488858,0
2.436042,8.133953,2.961169,1
3.704493,1.566596,3.973622,0
5.588811,0.764349,8.478454,0
3.284071,4.26885,1.15592,0
3.066522,3.03808,0.833264,0
1.593941,1.640551,9.834387,0
4.027314,6.84205,8.852113,1
0.198519,4.101587,7.548293,0
1.846715,4.347576,8.913178,0
0.184201,0.916618,0.044412,0
0.470035,4.530416,9.877555,0
1.635778,1.017594,9.919922,0
0.050559,6.047112,2.164055,0
2.60999,1.809432,4.958047,0
2.266154,6.40362,0.185232,0
3.448695,0.67126,7.014666,0
5.030091,0.367329,7.110842,0
5.337516,1.124961,0.060845,0
0.08439,1.187733,2.347643,0
1.888608,3.906748,4.057934,0
0.646342,0.421696,4.141197,0
2.059668,7.616154,8.367164,0
2.144639,7.214098,5.157165,0
0.355728,0.079502,6.270757,0
0.607713,5.46356,5.727154,0
3.979608,2.724903,5.949967,0
0.309379,3.504761,8.688841,0
8.533544,4.408714,0.997631,1
3.214717,0.291917,6.845822,0
5.970193,3.702371,9.336047,0
3.574526,9.109701,4.487708,0
0.9707,3.17574,7.739357,0
5.388302,5.783137,6.689663,0
0.805677,8.4276,3.382841,0
5.083736,0.245863,0.657081,0
2.679912,4.124262,5.637299,0
1.866497,6.260384,4.335828,0
3.621281,1.688979,0.144626,0
1.989589,1.914,0.031896,0
3.968373,0.115983,1.055899,0
1.704342,6.148439,8.792409,1
5.080191,1.797732,5.495411,0
5.024014,5.600095,5.814445,0
4.727695,3.098058,2.015984,0
7.799764,4.94207,4.978157,1
3.242999,9.22086,2.896887,1
8.133806,9.384822,2.99883,0
3.646627,2.510628,2.978599,0
2.426905,2.865002,8.016104,0
2.32074,3.659841,4.120376,0
2.33268,9.452437,8.916619,0
3.662189,0.750106,6.920783,0
9.134429,3.415311,8.750605,0
2.01392,1.591692,2.307241,0
3.00495,2.244282,2.206056,0
1.968504,0.178922,3.558571,0
0.00738,0.87098,9.635992,0
0.318386,5.157785,2.807894,0
2.847512,2.07766,2.480183,0
6.825451,1.004731,5.14477,0
3.247328,0.71274,5.849106,0
4.409556,0.591779,2.359109,0
1.590788,2.535477,3.262248,0
0.02667,1.288474,4.713046,0
1.502445,4.763333,1.616462,0
7.204167,3.790003,5.475596,0
4.166066,6.699995,4.492865,0
2.371405,3.198075,1.891744,0
1.751609,4.006316,7.237903,0
0.015277,4.584349,4.704374,0
1.931502,7.749452,6.427343,0
3.303673,1.129413,7.570035,0
1.161676,9.853799,2.34721,0
2.518549,1.012317,1.992207,0
0.319145,4.164938,2.031021,0
1.058132,3.718501,0.066325,0
3.818446,1.962618,1.912092,0
4.903405,0.891199,9.011191,0
2.473858,1.126063,8.344074,0
5.63563,1.423886,1.639764,0
4.62595,3.266507,5.013144,0
6.393905,7.157328,7.876797,0
5.952201,6.808661,1.477488,0
2.731147,1.319932,4.482015,0
2.766494,7.092451,1.723426,0
0.200451,0.801535,1.926596,0
1.679116,0.67569,8.506008,0
4.657691,1.728527,7.45145,0
0.575392,0.772957,9.96725,0
1.941982,8.62162,3.398356,0
1.469994,7.572125,7.939073,1
5.65775,9.469455,3.140633,0
8.130862,7.72525,2.940666,1
2.759195,2.955252,7.309834,0
1.089387,4.970665,4.403054,0
4.341201,0.221319,6.829007,0
0.382848,5.299477,0.48959,0
0.036118,0.936066,4.280129,0
0.906413,0.577118,2.719201,0
1.201379,9.685858,5.271448,0
1.598589,5.158866,6.859793,0
4.213819,9.887998,5.564309,0
4.039003,8.668078,1.893848,0
3.271281,2.183796,8.934945,0
0.541942,1.483366,6.454371,0
2.913003,5.565201,2.159378,0
2.716604,2.792684,6.448455,0
4.517575,1.902369,5.256965,0
1.48563,0.414498,2.420697,0
5.081034,1.422597,3.459436,0
1.269519,1.212863,0.489557,0
2.75154,7.101591,5.603721,0
1.032596,3.901175,6.593574,0
7.246881,0.146975,7.759537,0
1.630822,5.358082,4.894626,0
3.525334,0.638248,3.382112,0
0.133501,1.372271,5.501057,0
0.065334,5.372346,1.866993,0
2.895325,4.722307,2.598858,0
1.96355,0.541064,8.837824,0
0.070454,4.891576,7.162802,0
1.310192,5.383155,3.930028,0
3.473787,1.992396,2.557671,0
7.646627,1.278691,0.847059,0
2.452553,5.139728,3.325183,0
3.192377,3.528984,7.253765,0
6.82056,1.340889,6.040446,0
1.206265,4.260284,1.299715,0
3.34309,2.388343,3.903038,0
4.384815,0.858189,0.756791,0
0.833486,5.038295,4.784691,0
0.9483,4.803399,3.57125,0
5.2622,0.044995,4.567923,0
0.324058,2.552647,7.010816,0
3.205362,0.908091,3.959356,0
1.157232,2.619409,2.36061,0
4.499425,0.570218,3.048676,0
2.755055,1.974421,5.740053,0
0.425496,6.328019,2.210316,0
2.548828,0.160697,0.177955,0
2.48855,1.610245,0.137565,0
2.936763,2.917875,4.392274,0
3.965568,1.282177,4.903554,0
4.386253,0.270227,1.824779,0
1.147695,2.989038,1.119549,0
1.967791,3.722135,1.109799,0
1.176051,4.156105,4.670726,0
2.991015,3.949712,3.261072,0
3.049076,0.830463,1.336892,0
0.332021,2.42108,5.009282,0
3.960043,3.951755,5.952749,0
2.723707,4.208142,8.238543,0
3.223392,5.106896,1.964592,0
4.596456,0.271555,4.806821,0
4.577736,0.222159,5.954626,0
1.433037,0.144433,5.837205,0
0.546535,3.313876,1.995669,0
1.255095,0.555491,4.825326,0
8.982497,4.163926,1.772194,0
1.824988,0.423542,5.673703,0
6.427224,0.528233,9.462114,0
1.851246,2.946944,8.169046,0
8.051606,7.471367,9.933898,0
1.157501,2.857647,8.656236,0
7.528642,3.728769,5.294581,1
1.46144,3.307168,7.136732,0
8.523867,1.399873,3.330583,0
1.832563,2.703667,6.272164,0
6.306458,2.497595,0.696238,0
1.615532,2.706481,9.401368,0
3.078738,1.490015,9.850592,0
0.003862,1.61589,1.728987,0
4.36148,1.633183,9.726225,0
0.050759,3.60085,6.691753,0
5.325142,1.262031,5.005015,0
1.443805,2.829471,3.714966,0
3.790133,8.183502,9.030615,0
6.141048,4.301575,0.854113,0
1.760999,5.925163,1.859973,0
1.166761,3.286505,4.38351,0
9.265307,5.561423,3.919652,0
6.016961,8.965277,9.505878,0
1.399591,3.60496,6.291663,0
6.94751,2.168141,0.272648,0
1.601616,5.068052,2.300952,0
1.617826,3.360716,3.475825,0
4.269364,1.97827,0.74237,0
1.721848,5.070532,7.089152,0
1.283021,6.518696,4.031095,0
4.160697,1.388688,9.595129,0
0.052411,3.090185,6.205661,0
2.261158,4.534862,3.904035,0
0.167591,2.391855,9.134147,0
3.947327,2.647675,2.68038,0
2.163921,3.930653,7.128005,0
0.088565,4.271266,3.08221,0
1.130209,1.402733,6.798053,0
1.651296,1.253783,6.654229,0
2.791397,1.627101,0.231119,0
7.848604,5.189146,1.439064,0
2.511501,1.454228,2.405226,0
2.614691,1.034738,0.234644,0
3.245219,2.104793,6.739113,0
4.79311,0.212984,8.16699,0
1.335806,9.378671,7.489388,1
5.981669,0.310316,7.071994,0
5.405897,0.27725,7.74084,0
3.437412,2.518771,5.36,0
1.532561,3.568864,9.404856,0
5.166729,0.404833,1.027888,0
4.698658,5.788497,1.608914,1
0.536181,0.949426,5.386099,0
1.833037,1.218337,2.826955,0
2.614053,4.487822,0.939369,1
2.989155,0.182001,6.716856,0
2.029596,0.157221,2.26032,0
0.237766,4.441223,2.157798,0
4.42906,8.693406,6.24666,0
1.721343,1.371644,2.294506,0
4.031919,6.973861,4.232679,0
5.09168,9.196366,5.612971,0
3.754821,1.35627,0.664249,0
4.847616,0.865094,6.954889,0
1.843613,2.657705,3.083317,0
2.944574,1.270999,3.072364,0
9.378604,3.259736,8.660607,0
9.736362,2.351246,3.044153,0
9.078467,5.460778,5.205254,0
9.722643,7.287747,4.352781,0
0.52749,3.153854,6.393655,0
1.840485,5.021663,6.478602,0
3.794678,0.670768,1.752124,0
0.546589,5.540548,7.162657,0
0.933218,4.464301,9.383159,0
7.202315,1.468703,8.534857,0
1.963442,2.96537,7.928039,0
1.503565,1.578454,9.298869,0
0.62755,4.426639,9.426133,0
6.497124,0.939447,6.017177,0
2.941327,1.833486,1.760421,0
5.079321,0.269723,1.256227,0
1.871102,1.353499,4.173625,0
2.119863,7.313258,1.666733,0
0.610552,4.406804,6.747456,0
3.516314,0.195512,2.745374,0
7.794562,8.467874,0.498134,0
6.583787,5.464865,7.568581,0
0.29049,0.336577,3.333607,0
1.706537,4.79074,2.252378,0
1.961961,4.93134,1.660077,0
6.952031,1.985348,7.424158,0
7.800085,4.917398,0.378515,0
0.951917,4.621731,4.987774,0
0.449429,2.157389,1.599349,0
0.932496,0.447534,6.608159,0
5.244148,0.259101,9.249253,0
1.656123,3.867935,3.369574,0
1.610531,3.181599,1.284551,0
1.648518,5.098694,8.724471,0
3.303605,5.176864,5.207138,0
7.016123,3.830485,4.971608,0
0.804364,5.206151,8.416742,0
4.927384,2.611666,2.314069,0
4.755611,1.969951,5.396475,0
1.894752,4.998866,3.332934,0
2.677554,1.626992,1.377833,0
5.948707,0.941565,7.994,0
3.294489,0.952424,5.697067,0
7.783185,7.246066,7.420025,0
7.523303,2.48677,3.178091,0
9.866493,7.137004,9.041533,1
1.220311,3.891853,7.515229,0
8.676003,1.761825,2.053422,1
7.991687,7.464195,9.805642,0
8.401499,8.971761,8.948971,1
5.027882,0.194116,4.155976,0
1.291772,5.379821,6.721424,0
0.164391,1.092407,8.446153,0
5.83735,0.854777,7.089858,0
0.382157,5.567053,8.902727,0
0.866033,6.571903,3.859029,0
1.775586,2.952996,4.446486,0
3.369189,3.517105,9.679068,0
2.717308,3.847019,1.713608,0
0.327499,5.797988,0.370733,0
2.525655,4.400001,7.516055,0
8.52879,9.681184,8.872386,0
2.645707,4.026661,5.013058,0
1.209308,0.117394,9.042441,0
4.965094,5.118238,9.479142,0
1.701067,5.245531,7.152025,0
1.866471,6.865597,7.985792,1
4.091304,1.543764,7.67624,0
7.811604,5.855302,5.432878,0
1.176602,5.224026,5.799724,0
1.778959,0.36604,8.456614,0
2.011003,7.45243,9.914627,0
0.172758,4.330504,2.489214,0
3.642443,4.037384,0.315669,0
0.286284,0.54577,8.501201,0
0.64722,8.32853,5.713884,1
1.014224,9.460061,3.391499,0
2.110319,5.921303,1.11117,0
4.523149,6.109252,6.78846,1
1.918657,0.662001,1.267469,0
2.798669,7.599976,5.289828,0
3.231471,2.355526,9.545889,0
0.924553,6.237494,5.049069,0
3.264289,3.677005,3.958243,0
1.158313,8.910348,7.069427,0
9.150576,7.007578,6.621435,0
3.634425,0.157115,6.928461,0
9.944343,4.55815,8.423196,0
4.554965,1.698253,4.794251,0
9.461696,4.35918,6.664001,1
4.127516,0.264357,9.485695,0
3.641478,4.607581,3.25635,0
3.20964,1.043394,9.987077,0
9.410252,4.701751,7.041324,0
1.157305,5.208026,1.362624,0
3.085461,1.355875,9.097617,0
4.55922,1.362497,4.456244,0
4.488345,7.511174,1.530541,1
4.362392,1.109297,0.004243,0
6.055509,0.463808,7.305175,0
3.325521,1.308909,1.608124,0
5.1766,0.117916,0.240325,0
3.052705,0.98479,9.345333,0
4.930234,2.89726,8.082141,0
1.429972,2.59798,6.719521,0
3.512851,3.506812,8.557642,0
7.806529,7.10652,4.587047,0
4.293806,2.273768,0.506351,0
9.273493,1.009055,4.373742,0
1.523878,3.14218,9.452187,0
3.989261,1.210988,6.624053,0
1.635257,2.152955,9.753035,0
3.477969,0.79615,4.481559,0
2.199729,0.802771,7.984228,0
0.753311,1.259719,8.646282,0
0.618827,1.227901,7.145175,0
3.325797,1.317137,1.822195,0
0.233344,2.621526,9.927678,0
9.683658,8.564325,2.477158,0
3.641354,2.692371,1.38355,0
2.961528,2.387823,3.328188,0
0.718287,1.064669,0.436594,0
3.984896,1.190272,0.468045,0
2.874234,4.090672,0.093198,0
2.890393,1.266649,2.591538,0
3.432068,2.988523,4.331694,0
5.44126,0.302079,9.71283,0
0.741701,6.040464,8.489243,0
4.777393,9.391266,6.420583,0
0.219591,1.521598,0.248868,0
0.579763,2.003635,0.772099,0
1.907325,3.343299,1.304149,0
5.842344,0.421684,4.112419,0
8.063085,4.079721,4.713826,0
9.126771,9.743456,6.96201,1
4.882871,0.953934,5.741243,0
0.21509,4.311916,0.333708,0
4.216137,7.875643,8.05905,0
3.061494,1.18437,9.3892,0
0.970713,3.489574,4.088643,0
3.466309,0.62065,5.129586,0
2.102315,1.397216,4.662764,0
3.774454,4.169549,8.199471,0
6.373362,0.943245,8.161828,0
9.675678,8.404297,0.80996,1
1.936188,4.985806,1.124238,0
7.454856,3.528783,5.207246,0
4.142672,7.609101,6.450985,0
3.128018,2.073468,8.143813,0
0.209593,6.331731,2.17133,0
3.970066,2.242686,8.667081,0
2.474567,0.51523,2.456215,0
0.439525,8.995262,7.171993,1
0.604244,5.635497,7.459936,0
4.204455,0.245976,9.928218,0
9.685582,8.826733,4.692255,0
4.034865,9.755045,1.841252,0
9.303917,6.730404,4.037667,0
2.834531,1.335687,4.13475,0
0.811878,3.4873,9.324691,0
7.101789,8.585686,7.642452,0
7.206518,6.228989,4.835968,1
3.039923,2.916563,2.247275,0
6.817553,6.341224,0.722397,0
2.168716,1.031067,2.596742,0
0.190029,7.722153,2.178572,0
4.088346,1.302835,4.122113,0
5.078079,0.209975,7.463073,0
0.230143,0.747443,7.646599,0
4.589069,0.557607,5.37154,0
4.692111,0.668692,8.314969,0
0.735422,3.783542,0.757282,0
6.092675,5.309713,2.348541,0
3.261749,1.179781,9.95385,0
1.309621,1.405707,2.93685,0
6.082471,0.316959,6.046563,0
0.178516,0.833476,7.135982,0
4.139446,1.968619,8.279207,0
5.411914,0.500889,8.143078,0
1.788431,3.348677,6.335306,0
0.397084,5.707661,2.593158,0
2.825496,3.484668,7.416371,0
1.027577,3.920264,0.356593,0
0.619256,2.860059,9.483151,0
5.835794,1.276464,8.103866,0
8.105776,4.568862,9.844832,0
1.375638,4.572603,3.728647,0
0.447801,1.990458,2.73869,0
8.790867,2.573161,6.527543,0
0.613831,1.457665,0.023305,0
4.202406,1.452717,0.970982,0
2.034892,4.486686,8.791448,0
4.41575,2.074237,6.249599,0
0.630849,2.397837,8.467347,0
3.350943,5.053245,0.621181,0
5.899186,9.659757,1.630261,0
1.460919,4.301496,7.530608,0
2.111867,4.24224,5.864891,0
9.035785,7.77614,6.43366,0
9.692459,9.041688,0.700291,0
5.132132,6.171678,5.842483,0
4.615582,1.879044,8.082591,0
5.140394,0.836166,5.255255,0
0.48099,6.090618,5.592559,0
1.585235,8.549238,3.349699,0
0.252668,2.555514,6.66953,0
5.971334,5.619823,8.402852,1
2.579003,5.128814,1.384212,0
8.232094,4.72491,7.814663,0
1.616261,2.878231,8.561673,0
0.412046,1.315152,9.93244,0
9.816779,2.419969,0.894352,1
7.005095,0.591955,0.521254,0
5.496414,1.018415,5.061961,0
1.941263,3.308102,6.750121,0
8.536669,8.130441,9.672986,0
0.269008,0.662425,6.61311,0
4.611083,1.872704,0.620472,0
3.481878,3.699582,8.050872,0
0.49534,3.269105,7.069157,0
0.606582,6.68504,8.008827,0
1.714689,3.739226,7.431727,0
3.336243,5.257591,3.781795,0
5.339585,3.149444,8.057655,0
3.32614,2.562346,1.318983,0
2.67686,7.930873,1.539971,0
1.769386,7.225113,0.574559,0
0.639092,7.69544,9.613186,0
8.626982,0.522533,3.770916,0
5.755024,0.763207,3.638657,0
1.964029,0.210883,7.196292,0
3.038989,0.509511,8.712975,0
7.650279,0.747172,7.69024,0
1.449646,3.69976,5.587081,0
3.637828,0.996727,6.179969,0
0.348356,4.124462,4.75463,0
8.387058,6.042639,6.620391,0
0.43014,1.99827,6.019353,0
8.038969,8.530295,4.853286,0
2.361072,1.947842,9.818678,0
5.512046,0.527054,0.265314,0
0.364003,4.853712,1.821787,0
4.7054,6.16118,2.991273,0
0.261746,3.029622,2.180053,0
4.208807,2.180037,1.681335,0
4.092691,9.492161,6.832988,1
7.169587,2.738386,7.891773,0
0.433036,4.975726,7.072819,0
2.019423,2.424833,5.303596,0
7.165641,6.602065,1.593197,1
0.735671,3.56657,2.331,0
1.739003,2.192542,8.264475,0
0.321169,2.915291,9.352358,0
2.030254,2.449633,5.717305,0
4.066687,2.865623,8.395911,0
5.353172,3.627424,4.590085,0
8.906874,1.97889,1.682881,0
4.657599,2.847714,2.496852,0
0.681947,0.84112,2.175791,0
0.195176,4.4975,1.817649,0
2.635909,2.65694,9.219229,0
7.458215,1.426094,4.234401,1
4.455586,8.857255,0.134221,0
1.672322,2.878667,4.566184,0
0.09011,1.377148,5.944178,0
0.331511,0.94548,3.738074,0
2.342305,0.427641,6.354115,0
1.643126,0.219084,4.450087,0
9.323736,2.076631,9.102024,0
1.929327,4.762226,6.799663,0
6.735228,7.461189,2.741991,0
3.4007,6.343729,4.268993,0
5.753564,4.504223,8.857227,0
2.389298,3.54539,8.207659,0
4.760635,1.282623,3.354961,0
2.054985,0.486293,2.729163,0
1.748739,3.382612,6.828901,0
1.398131,2.70252,1.106728,0
1.509257,9.507188,3.408009,0
8.593885,6.715897,3.657585,0
6.617667,2.285714,7.325224,1
1.042685,5.045069,6.26478,0
3.046125,3.877979,1.010878,0
2.386947,1.160657,7.814008,0
4.123105,1.930059,9.469826,0
8.083265,0.818207,9.655391,0
3.271886,9.17149,8.088552,0
0.485788,4.239325,6.628539,0
3.724858,6.201744,0.933237,0
0.452231,2.069357,4.033018,0
1.916179,1.291323,6.736636,0
1.111761,3.703356,2.556093,0
1.495639,3.941127,7.958386,0
6.057891,1.985321,6.173212,0
7.9201,7.135568,5.287029,0
3.793172,3.150847,6.655269,0
6.677866,5.736493,8.074287,0
0.29154,6.084143,4.445754,0
9.871518,4.147314,6.91037,0
1.705942,4.426217,1.554807,0
3.247968,3.573865,0.401364,0
8.064585,5.531062,5.447281,0
2.836821,3.531174,4.047455,0
7.330232,1.112323,6.133737,0
8.753849,9.500029,0.603328,0
0.203197,1.955216,6.640976,0
1.744277,4.030462,1.116314,0
3.368902,4.179129,0.73804,0
6.595446,4.174795,4.597661,1
8.646532,1.330982,0.085855,0
8.826557,6.856501,7.176378,1
1.295076,4.869961,7.324194,0
1.20891,1.286287,4.458081,0
2.941072,2.746962,3.913859,0
6.402644,0.336909,4.388638,0
7.33612,6.129389,9.012845,0
2.637171,2.276373,2.246641,0
5.179864,1.216554,5.255098,0
9.056363,9.759584,6.702165,1
4.301273,1.866721,0.99783,0
0.7115,5.496073,0.594317,0
9.528781,7.566243,2.193893,0
1.933773,7.89529,6.306982,0
6.049902,0.653228,6.181832,0
2.376999,1.009478,6.124507,0
3.969767,8.005258,0.951342,1
3.205859,1.047718,1.316758,0
3.39217,0.409804,5.525449,0
1.819462,2.298618,9.075862,0
7.764209,4.881342,4.641717,0
0.309065,4.295239,8.138721,0
0.270468,4.817327,7.052079,0
0.015351,6.081245,8.796897,0
6.519586,5.802984,4.716295,0
0.246257,2.902388,0.385361,0
3.018447,9.304482,5.30096,0
4.866476,0.944421,9.622914,0
4.373709,5.325842,6.96894,0
9.129562,9.483588,6.792211,0
3.755506,2.988526,6.671249,0
4.56423,1.488819,7.789495,0
2.246068,2.989613,7.562034,0
1.045237,4.57038,2.876811,0
2.218329,4.75315,0.493812,0
0.598281,2.114701,0.07504,0
8.731544,2.583898,8.620287,1
2.588109,2.229414,2.163014,0
0.393553,1.252451,4.346645,0
0.892479,1.047286,3.027649,0
3.497457,4.499986,3.871262,0
2.993556,2.148027,4.436157,0
2.149883,2.084353,8.644509,0
4.312665,1.713892,9.893685,0
5.603658,2.986925,3.419376,0
1.806401,3.016397,7.339349,0
6.244434,0.878449,3.632621,0
4.056087,1.92329,6.209552,0
1.912531,4.583619,6.250898,0
5.903613,1.858234,6.172633,0
3.990197,3.823269,2.885275,0
7.353987,3.209876,3.498095,1
7.419588,9.600478,4.941104,1
6.582634,3.178959,2.497337,0
4.51702,1.829724,6.817653,0
2.613193,1.635726,1.148039,0
3.607385,2.931235,4.687978,0
5.051274,1.374466,4.765566,0
0.537146,1.095779,4.058176,0
1.716964,5.520474,2.764264,0
5.77907,1.012687,6.931781,0
3.899374,1.54649,4.9301,0
6.595013,6.961444,3.303864,0
5.368789,0.422784,6.90368,0
0.607224,4.91154,9.066315,0
0.470856,8.861092,6.33208,0
4.62764,0.465515,9.779968,0
1.204946,0.430511,6.3726,0
1.622436,3.190111,9.823592,0
6.944388,5.529709,6.276644,0
0.985994,0.73013,0.605995,0
3.96705,2.022778,9.088477,0
1.511369,0.165705,9.071996,0
5.638414,1.407498,3.777702,0
7.404185,0.39066,7.085527,0
9.215392,0.728568,7.47533,0
3.197426,5.215447,3.306472,0
7.579883,8.658271,4.259578,1
1.402365,4.46848,8.110962,0
5.474763,1.655637,0.825902,0
9.920217,3.390997,4.968669,0
3.416828,2.614876,8.1623,0
1.714586,2.076588,5.755223,0
0.380967,6.651444,2.097108,1
1.889131,1.87943,7.632392,0
7.723611,9.515187,4.926274,0
3.779614,1.207049,5.888759,0
2.868061,2.742986,4.05245,0
3.920343,4.220291,3.023857,0
9.83187,2.61173,1.843506,0
7.62277,7.689822,4.68033,0
6.793297,0.03697,2.268319,0
0.713246,1.462511,1.562149,0
7.560262,3.98423,2.923295,0
3.575287,1.612909,7.879347,0
4.255732,5.407086,8.858231,0
2.005705,8.658239,0.287546,0
0.198177,9.448995,9.96134,0
1.406787,0.877863,1.538978,0
8.110493,8.456099,7.311655,0
2.892687,2.760807,0.353691,0
8.772702,0.267164,6.148295,0
